param_tfhe,operation,temps_s,nb_chiffres,type_donnee,echelle
FheUint8,Superieur ou egal,0.064639354,2,entier,
FheUint8,Tri,492.597454725,128,entier,
FheUint8,Tri,463.35766,128,entier,
FheUint8,Tri,494.376896828,128,entier,
FheUint8,Tri,492.983279096,128,entier,
FheUint8,Tri,509.054829109,128,entier,
FheUint16,Tri,868.354357789,128,entier,
FheUint16,Tri,865.64718105,128,entier,
FheUint16,Tri,788.997356,128,entier,
FheUint16,Tri,772.701566983,128,entier,
FheUint16,Tri,868.424996656,128,entier,
FheUint32,Tri,1657.682316266,128,entier,
FheUint32,Tri,1659.087378604,128,entier,
FheUint32,Tri,1653.552829258,128,entier,
FheUint32,Tri,1653.305581617,128,entier,
FheUint32,Tri,1658.671621191,128,entier,
FheUint16,Tri,9.50718982,8,entier,
FheUint16,Tri,8.219421048,8,entier,
FheUint16,Tri,7.752415527,8,entier,
FheUint16,Tri,9.151265255,8,entier,
FheUint16,Tri,8.211237592,8,entier,
FheUint16,Tri,31.02569,16,entier,
FheUint16,Tri,38.626964973,16,entier,
FheUint16,Tri,39.925059754,16,entier,
FheUint16,Tri,37.238257,16,entier,
FheUint16,Tri,38.041224978,16,entier,
FheUint16,Tri,94.0028146,32,entier,
FheUint16,Tri,95.836891168,32,entier,
FheUint16,Tri,92.512519906,32,entier,
FheUint16,Tri,89.347876443,32,entier,
FheUint16,Tri,91.68204817,32,entier,
FheUint16,Tri,326.075007279,64,entier,
FheUint16,Tri,314.172398282,64,entier,
FheUint16,Tri,314.552468951,64,entier,
FheUint16,Tri,310.26732432,64,entier,
FheUint16,Tri,310.466652971,64,entier,
FheUint16,Tri,1951.293527154,256,entier,
FheUint16,Tri,1975.092035186,256,entier,
FheUint16,Tri,1947.298406265,256,entier,
FheUint16,Tri,2433.208522786,256,entier,
FheUint16,Tri,2592.274610662,256,entier,
FheUint16,Tri,5279.089673952,512,entier,
FheUint16,Tri,5268.269909512,512,entier,
FheUint16,Tri,5259.622713666,512,entier,
FheUint16,Tri,5261.313622265,512,entier,
FheUint16,Tri,5261.07216761,512,entier,
FheUint16,Tri,12904.720669649,1024,entier,
FheUint16,Tri,12958.983917329,1024,entier,
FheUint16,Tri,12918.682014053,1024,entier,
FheUint16,Tri,12909.669873946,1024,entier,
FheUint16,Tri,12922.679724008,1024,entier,
FheInt64,Programme Soustraction,1.908381838,2,flottant,1000.0
FheInt64,Programme Soustraction,1.642188214,2,flottant,1000.0
FheInt64,Programme Soustraction,1.634842959,2,flottant,1000.0
FheInt64,Programme Soustraction,1.67020125,2,flottant,1000.0
FheInt64,Programme Soustraction,1.600325109,2,flottant,1000.0
FheInt64,Programme Soustraction,2.020046279,2,flottant,1000000.0
FheInt64,Programme Soustraction,1.750317085,2,flottant,1000000.0
FheInt64,Programme Soustraction,1.763445279,2,flottant,1000000.0
FheInt64,Programme Soustraction,1.745604457,2,flottant,1000000.0
FheInt64,Programme Soustraction,1.753022024,2,flottant,1000000.0
FheInt64,Programme Soustraction,1.842572958,2,flottant,1000000000.0
FheInt64,Programme Soustraction,1.619567603,2,flottant,1000000000.0
FheInt64,Programme Soustraction,1.655862688,2,flottant,1000000000.0
FheInt64,Programme Soustraction,1.615858999,2,flottant,1000000000.0
FheInt64,Programme Soustraction,1.626094456,2,flottant,1000000000.0
FheInt64,Programme Addition,1.64344704,2,flottant,1000.0
FheInt64,Programme Addition,1.650223883,2,flottant,1000.0
FheInt64,Programme Addition,1.681553137,2,flottant,1000.0
FheInt64,Programme Addition,1.616895354,2,flottant,1000.0
FheInt64,Programme Addition,1.985445351,2,flottant,1000.0
FheInt64,Programme Addition,1.632965051,2,flottant,1000000.0
FheInt64,Programme Addition,1.611956251,2,flottant,1000000.0
FheInt64,Programme Addition,1.627865569,2,flottant,1000000.0
FheInt64,Programme Addition,1.615114356,2,flottant,1000000.0
FheInt64,Programme Addition,1.932107078,2,flottant,1000000.0
FheInt64,Programme Addition,1.613799088,2,flottant,1000000000.0
FheInt64,Programme Addition,1.602601851,2,flottant,1000000000.0
FheInt64,Programme Addition,1.611748727,2,flottant,1000000000.0
FheInt64,Programme Addition,1.887184678,2,flottant,1000000000.0
FheInt64,Programme Addition,1.649612482,2,flottant,1000000000.0
FheInt64,Programme Multiplication,14.617952748,2,flottant,1000.0
FheInt64,Programme Multiplication,14.3154316,2,flottant,1000.0
FheInt64,Programme Multiplication,14.084898612,2,flottant,1000.0
FheInt64,Programme Multiplication,14.157251803,2,flottant,1000.0
FheInt64,Programme Multiplication,14.125548792,2,flottant,1000.0
FheInt64,Programme Multiplication,15.139033772,2,flottant,1000000.0
FheInt64,Programme Multiplication,14.108600672,2,flottant,1000000.0
FheInt64,Programme Multiplication,14.095676867,2,flottant,1000000.0
FheInt64,Programme Multiplication,14.134606885,2,flottant,1000000.0
FheInt64,Programme Multiplication,14.024392967,2,flottant,1000000.0
FheInt64,Programme Multiplication,14.517999291,2,flottant,1000000000.0
FheInt64,Programme Multiplication,14.185083199,2,flottant,1000000000.0
FheInt64,Programme Multiplication,14.136733278,2,flottant,1000000000.0
FheInt64,Programme Multiplication,14.033281804,2,flottant,1000000000.0
FheInt64,Programme Multiplication,13.897482309,2,flottant,1000000000.0
FheInt64,Programme Division,80.221605416,2,flottant,1000.0
FheInt64,Programme Division,79.917327806,2,flottant,1000.0
FheInt64,Programme Division,79.896007971,2,flottant,1000.0
FheInt64,Programme Division,79.958110459,2,flottant,1000.0
FheInt64,Programme Division,80.552010119,2,flottant,1000.0
FheInt64,Programme Division,77.50155149,2,flottant,1000000.0
FheInt64,Programme Division,77.293961227,2,flottant,1000000.0
FheInt64,Programme Division,77.096195807,2,flottant,1000000.0
FheInt64,Programme Division,77.269648854,2,flottant,1000000.0
FheInt64,Programme Division,77.697803654,2,flottant,1000000.0
FheInt64,Programme Division,76.149657112,2,flottant,1000000000.0
FheInt64,Programme Division,78.607636896,2,flottant,1000000000.0
FheInt64,Programme Division,77.204391002,2,flottant,1000000000.0
FheInt64,Programme Division,77.131278328,2,flottant,1000000000.0
FheInt64,Programme Division,77.030498902,2,flottant,1000000000.0
FheUint64,Programme Soustraction,1.0927278894,2,entier,
FheUint64,Programme Soustraction,0.916204595,2,entier,
FheUint64,Programme Soustraction,0.94426907,2,entier,
FheUint64,Programme Soustraction,0.944478506,2,entier,
FheUint64,Programme Soustraction,1.094959,2,entier,
FheUint64,Programme Addition,1.21234,2,entier,
FheUint64,Programme Addition,0.939300841,2,entier,
FheUint64,Programme Addition,0.961347394,2,entier,
FheUint64,Programme Addition,0.936849397,2,entier,
FheUint64,Programme Addition,1.16240667,2,entier,
FheUint64,Programme Multiplication,9.365035345,2,entier,
FheUint64,Programme Multiplication,9.68697,2,entier,
FheUint64,Programme Multiplication,10.29425,2,entier,
FheUint64,Programme Multiplication,11.02237,2,entier,
FheUint64,Programme Multiplication,10.414547,2,entier,
FheUint64,Programme Division,49.460812,2,entier,
FheUint64,Programme Division,53.56574657,2,entier,
FheUint64,Programme Division,59.59715,2,entier,
FheUint64,Programme Division,81.1921048,2,entier,
FheUint64,Programme Division,85.62347777,2,entier,
